fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style
6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6,white
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,white
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,white
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,white
6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,white
6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,6,white
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,red
6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6,white
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,red
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,white
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,red
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6,white
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,white
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,white
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,red
7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5,white
7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,white
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,white
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,white
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,white
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5,white
8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,white
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,white
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,white
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,white
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,red
6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5,white
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,white
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,red
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6,red
6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7,white
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,white
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,red
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,white
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,white
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white
6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,white
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5,white
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,white
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,white
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,white
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,red
